Tyre Life Span (Years),Tyre Life in Kilometers,Tyre Width,Required Tyre Pressure,Maximum Safe Tyre Speed,Tyre Brand/Company,Tyre Load Capacity (kg),Tyre Position,Tread Depth (mm),Tyre Temperature (°C),Tyre Type,Seasonal Type,Speed Index,Load Index,Manufacturing Date,Wheel Alignment History,Road Condition Usage,Last Rotation Date,Vehicle Type Compatibility,Tyre Noise Level (dB),TPMS Pressure,TPMS Temperature,Leak Detection,Tread Wear Pattern,Mileage Since Installation,Expected Replacement Date
5,47909,165,32,182,Pirelli,604,Rear Right,7.6,49,Tube-type,All-season,H,108,2023-04-09,Needs Check,Mixed,2025-01-21,Truck,70.5,36,75,No,Even,3156,2028-04-07
5,33413,175,33,199,MRF,408,Front Right,5.0,28,Tube-type,Summer,T,94,2023-08-10,Misaligned,Mixed,2025-06-11,SUV,66.7,28,36,Yes,Outer,18053,2028-08-08
5,75368,225,31,210,Continental,421,Front Right,6.5,79,Tubeless,Winter,H,104,2021-10-06,Good,Mixed,2024-08-18,Sedan,70.0,33,39,No,Even,39712,2026-10-05
7,49370,215,30,198,Continental,460,Rear Right,3.5,74,Tube-type,Summer,T,104,2025-04-16,Needs Check,Mixed,2025-05-28,Hatchback,69.9,36,27,Yes,Even,40907,2032-04-14
6,77636,205,34,233,Continental,418,Rear Right,3.1,53,Tubeless,All-season,V,94,2022-01-26,Good,City,2025-06-18,Truck,71.2,34,69,Yes,Even,53541,2028-01-25
7,79778,195,32,212,MRF,584,Front Right,7.8,46,Tube-type,All-season,H,107,2023-07-22,Needs Check,Highway,2025-03-01,Truck,67.3,30,60,No,Center,67963,2030-07-20
5,73635,195,32,233,Continental,517,Front Right,6.6,74,Tubeless,All-season,Y,94,2020-09-13,Needs Check,City,2025-03-19,SUV,66.1,30,63,Yes,Center,72398,2025-09-12
5,72384,225,30,187,Goodyear,450,Rear Left,6.1,67,Tubeless,Winter,W,106,2020-10-18,Misaligned,Mixed,2025-01-16,Hatchback,71.1,36,67,Yes,Even,41475,2025-10-17
6,77064,165,30,222,Bridgestone,574,Rear Left,6.8,72,Tubeless,Winter,V,87,2024-05-12,Good,City,2024-09-24,SUV,73.1,29,73,Yes,Even,48031,2030-05-11
5,35235,165,33,228,Apollo,773,Rear Left,2.2,54,Tube-type,All-season,W,86,2022-08-30,Misaligned,Off-road,2024-11-19,Truck,68.0,36,58,Yes,Even,24197,2027-08-29
5,65097,225,32,216,Pirelli,484,Rear Right,4.2,32,Tube-type,All-season,V,88,2024-05-25,Misaligned,Mixed,2024-08-12,Sedan,70.4,28,72,Yes,Outer,51803,2029-05-24
4,45367,215,32,231,Continental,700,Rear Left,6.4,69,Tubeless,Winter,W,89,2020-12-15,Needs Check,Mixed,2024-08-07,SUV,70.6,29,72,Yes,Center,32850,2024-12-14
4,36037,215,31,198,Apollo,731,Front Right,4.1,78,Tube-type,Summer,H,88,2024-01-29,Needs Check,Off-road,2025-04-13,Truck,66.6,33,74,No,Center,27729,2028-01-28
4,61746,225,33,194,Apollo,588,Front Right,5.0,56,Tube-type,All-season,Y,105,2021-06-06,Good,Off-road,2024-07-29,Sedan,68.4,36,25,No,Center,34177,2025-06-05
4,70940,165,34,214,Bridgestone,742,Rear Right,5.2,77,Tube-type,Summer,T,89,2022-06-07,Misaligned,Highway,2025-03-22,Hatchback,72.1,31,57,Yes,Inner,13494,2026-06-06
4,59213,185,33,200,MRF,549,Front Right,4.1,61,Tubeless,All-season,H,93,2024-11-20,Needs Check,Highway,2025-05-04,Truck,72.8,30,28,No,Center,27929,2028-11-19
7,35526,185,33,192,Pirelli,452,Front Left,4.4,65,Tube-type,Summer,H,109,2024-06-25,Needs Check,Highway,2025-01-15,Truck,71.6,35,33,Yes,Center,11803,2031-06-24
7,45449,175,33,211,Pirelli,609,Front Left,2.2,50,Tube-type,Summer,H,104,2022-06-30,Misaligned,Mixed,2025-04-05,Hatchback,67.4,36,32,Yes,Outer,39669,2029-06-28
7,62907,165,34,196,MRF,581,Rear Left,6.5,62,Tubeless,Summer,W,98,2021-08-24,Misaligned,Highway,2024-12-16,Sedan,71.8,32,34,Yes,Even,23060,2028-08-22
3,70140,185,31,228,Continental,539,Rear Left,6.4,28,Tubeless,Winter,W,110,2022-09-17,Misaligned,Mixed,2025-05-24,SUV,74.5,32,53,Yes,Even,28911,2025-09-16
6,54356,175,30,236,Goodyear,614,Front Left,5.2,57,Tubeless,All-season,H,90,2022-06-12,Good,Highway,2024-09-10,Hatchback,70.3,31,46,No,Even,35062,2028-06-10
4,79157,175,33,191,Michelin,513,Front Left,5.8,50,Tube-type,Summer,W,89,2023-11-02,Good,Highway,2024-09-15,SUV,69.5,36,30,No,Center,62260,2027-11-01
3,66852,195,32,226,Pirelli,632,Rear Right,5.7,31,Tubeless,Winter,Y,98,2024-04-03,Needs Check,Off-road,2024-08-19,Sedan,69.4,29,34,No,Even,7196,2027-04-03
3,47026,185,33,230,Pirelli,572,Front Right,5.8,32,Tubeless,Summer,V,91,2023-06-24,Good,Mixed,2025-04-23,Hatchback,72.0,28,35,Yes,Center,43335,2026-06-23
4,61926,195,31,200,Apollo,798,Front Left,4.7,29,Tube-type,All-season,H,84,2023-09-05,Good,Off-road,2025-04-03,Hatchback,72.2,33,49,Yes,Inner,29044,2027-09-04
3,67999,225,30,204,Pirelli,721,Rear Left,5.1,78,Tubeless,Winter,W,110,2024-01-14,Good,City,2025-02-13,Sedan,68.9,36,31,No,Center,51736,2027-01-13
4,61962,195,31,222,MRF,426,Front Left,3.4,77,Tube-type,All-season,T,83,2023-01-02,Needs Check,Highway,2025-05-01,Sedan,73.2,36,77,Yes,Even,1138,2027-01-01
7,35985,195,34,235,Continental,567,Front Left,2.1,65,Tube-type,Summer,T,88,2021-04-26,Needs Check,City,2025-01-04,SUV,71.5,35,78,No,Center,1460,2028-04-24
3,46560,185,31,220,Goodyear,553,Front Right,3.7,25,Tubeless,Summer,V,97,2023-11-29,Needs Check,City,2024-09-28,Sedan,68.1,33,64,No,Outer,6428,2026-11-28
5,79824,215,32,226,Pirelli,443,Rear Left,4.6,39,Tubeless,Summer,V,85,2024-02-18,Misaligned,Highway,2024-08-04,Sedan,72.3,28,73,No,Even,50197,2029-02-16
7,73784,205,30,192,Continental,496,Front Left,7.7,70,Tubeless,Winter,W,90,2021-02-01,Needs Check,Highway,2024-10-16,Hatchback,66.1,31,32,No,Inner,992,2028-01-31
4,32496,185,34,190,MRF,621,Front Right,6.2,40,Tube-type,Winter,Y,98,2024-03-12,Needs Check,City,2025-06-11,Hatchback,69.2,30,50,Yes,Center,9606,2028-03-11
3,30137,175,35,192,MRF,452,Front Right,2.6,59,Tubeless,Summer,W,103,2021-12-21,Misaligned,City,2025-05-05,SUV,67.3,32,35,No,Inner,20769,2024-12-20
6,56151,195,34,181,Bridgestone,593,Rear Right,6.1,30,Tubeless,All-season,T,102,2023-12-10,Good,City,2024-12-01,Truck,69.3,28,47,No,Center,28755,2029-12-08
3,42664,175,30,185,Continental,449,Rear Left,4.7,80,Tubeless,Winter,V,103,2021-02-22,Good,Mixed,2025-02-12,Sedan,68.7,29,62,Yes,Inner,37762,2024-02-22
7,50114,175,30,213,Apollo,758,Rear Right,7.2,46,Tube-type,Summer,W,87,2022-03-28,Needs Check,Mixed,2025-03-19,Sedan,67.4,31,44,No,Outer,21541,2029-03-26
6,71022,225,35,204,Michelin,514,Front Left,6.8,29,Tube-type,Winter,V,101,2022-01-16,Misaligned,Highway,2024-12-09,Hatchback,65.2,35,54,Yes,Center,32758,2028-01-15
3,36287,185,35,207,Pirelli,616,Front Right,7.9,74,Tubeless,All-season,Y,82,2020-10-25,Needs Check,City,2024-12-27,SUV,74.4,28,49,Yes,Inner,1172,2023-10-25
4,35339,185,30,228,MRF,628,Rear Right,4.9,71,Tubeless,All-season,H,106,2024-08-22,Needs Check,City,2025-05-13,Truck,67.2,30,34,No,Inner,12498,2028-08-21
4,43385,195,32,183,Bridgestone,426,Front Right,3.5,69,Tube-type,All-season,Y,91,2023-07-23,Misaligned,Off-road,2024-09-13,Truck,73.6,28,60,No,Center,2882,2027-07-22
5,48884,215,33,188,Continental,732,Front Left,5.5,47,Tubeless,All-season,H,108,2025-01-12,Misaligned,Mixed,2025-02-15,Hatchback,73.7,28,26,No,Outer,5852,2030-01-11
3,34968,215,33,182,Michelin,499,Front Left,6.4,56,Tube-type,All-season,V,95,2020-11-22,Good,City,2024-12-31,Truck,71.0,28,78,Yes,Even,32092,2023-11-22
7,37448,215,31,203,MRF,411,Rear Left,2.1,33,Tubeless,Winter,V,84,2024-02-28,Good,Off-road,2025-05-14,Hatchback,73.5,29,41,No,Center,15408,2031-02-26
6,52747,165,30,196,Bridgestone,546,Front Right,3.1,73,Tube-type,Summer,W,89,2022-02-07,Misaligned,Mixed,2024-11-19,Hatchback,67.2,29,65,Yes,Inner,45848,2028-02-06
4,57942,215,30,205,Pirelli,400,Front Right,5.1,62,Tubeless,Winter,T,108,2022-08-22,Misaligned,Mixed,2024-11-01,SUV,74.0,30,32,Yes,Outer,41978,2026-08-21
5,52994,165,32,190,Goodyear,473,Rear Left,3.0,43,Tube-type,Summer,H,98,2022-06-15,Needs Check,City,2025-03-27,Truck,65.7,31,26,No,Inner,26669,2027-06-14
3,52645,175,31,227,MRF,481,Front Left,6.2,80,Tubeless,All-season,Y,84,2024-11-28,Misaligned,Highway,2024-11-08,Sedan,65.9,35,77,No,Outer,30215,2027-11-28
3,63242,165,35,199,Apollo,744,Rear Right,7.3,44,Tube-type,Winter,Y,99,2022-05-05,Needs Check,Highway,2025-01-17,SUV,68.7,31,29,Yes,Center,36433,2025-05-04
5,74300,175,30,216,Continental,772,Rear Left,6.8,50,Tubeless,Summer,H,104,2021-08-11,Misaligned,City,2025-01-04,SUV,71.5,29,68,Yes,Even,63193,2026-08-10
7,67188,215,32,238,Bridgestone,767,Rear Left,3.3,78,Tube-type,Summer,V,97,2021-04-19,Needs Check,Off-road,2025-05-21,Truck,69.1,32,70,Yes,Outer,45004,2028-04-17
6,51109,215,32,203,MRF,740,Front Right,5.9,26,Tube-type,Summer,W,80,2022-09-14,Needs Check,Highway,2024-09-07,Sedan,74.3,31,52,Yes,Even,43008,2028-09-12
4,33034,215,34,232,Continental,702,Rear Right,2.6,50,Tubeless,All-season,T,98,2021-03-07,Good,Highway,2024-12-31,Sedan,69.6,31,73,Yes,Even,19443,2025-03-06
4,74043,215,34,185,Michelin,768,Rear Right,4.6,77,Tube-type,Winter,W,81,2023-09-20,Misaligned,Off-road,2025-06-07,SUV,68.2,29,65,Yes,Center,35915,2027-09-19
5,35396,215,30,237,Pirelli,445,Front Left,3.2,62,Tubeless,Summer,Y,92,2020-08-20,Needs Check,Off-road,2024-10-21,Sedan,68.7,35,25,Yes,Center,19658,2025-08-19
5,62606,185,30,212,MRF,579,Front Right,2.7,42,Tube-type,Summer,V,90,2022-04-09,Misaligned,Highway,2024-08-09,Truck,72.5,35,61,Yes,Center,26375,2027-04-08
7,62490,215,32,210,Michelin,790,Rear Right,4.6,37,Tube-type,Winter,V,98,2023-03-05,Good,Mixed,2024-08-12,Hatchback,66.6,35,52,No,Inner,31482,2030-03-03
7,40497,195,34,221,Goodyear,571,Rear Right,7.2,25,Tubeless,Winter,W,98,2022-01-10,Misaligned,Mixed,2025-03-09,Sedan,68.1,28,28,Yes,Even,19056,2029-01-08
3,61933,175,35,199,Pirelli,613,Front Right,3.7,47,Tube-type,Summer,T,84,2023-07-04,Misaligned,Highway,2025-05-04,SUV,67.5,35,50,No,Even,48282,2026-07-03
3,78410,165,35,220,Goodyear,475,Rear Left,8.0,29,Tubeless,Winter,V,98,2024-12-19,Good,Off-road,2025-03-24,SUV,65.7,33,74,Yes,Inner,45954,2027-12-19
5,41930,165,33,218,Continental,413,Rear Left,6.5,62,Tubeless,Winter,H,91,2021-09-24,Needs Check,City,2024-08-17,Truck,67.6,34,73,Yes,Center,38252,2026-09-23
5,32822,195,31,202,Apollo,513,Front Right,7.2,28,Tube-type,Winter,H,100,2023-02-03,Misaligned,Off-road,2024-11-15,SUV,68.5,34,59,Yes,Outer,20177,2028-02-02
3,38777,215,32,233,Continental,600,Rear Left,2.3,69,Tubeless,Winter,V,109,2025-02-07,Misaligned,Off-road,2024-08-09,Sedan,66.4,32,42,Yes,Outer,26294,2028-02-07
7,69986,195,35,238,Michelin,737,Front Right,7.8,59,Tube-type,Summer,T,107,2022-01-04,Good,Mixed,2025-01-03,Sedan,72.7,34,33,Yes,Inner,19395,2029-01-02
6,66038,165,33,203,Apollo,616,Front Left,6.6,52,Tubeless,All-season,W,93,2022-11-22,Good,Off-road,2025-05-11,Truck,70.8,34,51,No,Outer,12263,2028-11-20
4,35972,225,31,232,Continental,635,Rear Left,3.0,42,Tubeless,Winter,Y,100,2022-08-15,Needs Check,Highway,2024-11-20,SUV,67.5,34,31,Yes,Even,11757,2026-08-14
4,37048,225,34,216,Apollo,736,Front Right,7.2,30,Tube-type,Winter,T,84,2024-04-28,Good,City,2025-01-26,SUV,73.7,34,31,No,Inner,3845,2028-04-27
6,37049,225,32,184,Apollo,790,Front Right,3.8,36,Tubeless,All-season,Y,81,2025-03-10,Needs Check,Mixed,2025-01-06,SUV,69.9,34,31,No,Even,6973,2031-03-09
7,62776,205,30,212,Apollo,460,Rear Right,6.9,53,Tubeless,Summer,Y,105,2024-06-21,Needs Check,Off-road,2024-10-26,Truck,69.6,30,66,Yes,Even,17583,2031-06-20
6,50160,215,31,181,Apollo,424,Front Right,4.3,49,Tubeless,Summer,W,105,2021-03-25,Good,City,2025-03-11,Hatchback,72.6,35,60,No,Center,27387,2027-03-24
6,64458,175,34,194,MRF,591,Rear Left,2.6,36,Tube-type,All-season,H,105,2022-02-04,Needs Check,Off-road,2024-08-01,Sedan,74.7,33,79,Yes,Outer,48827,2028-02-03
7,69886,205,33,206,MRF,731,Rear Right,6.9,34,Tubeless,All-season,T,101,2020-11-20,Good,Highway,2024-07-27,Hatchback,68.5,29,64,No,Even,36973,2027-11-19
4,49083,185,31,229,Goodyear,672,Rear Right,7.4,28,Tube-type,Winter,W,108,2024-02-28,Good,City,2024-11-29,Truck,69.9,36,71,Yes,Even,32040,2028-02-27
3,57269,205,34,194,Bridgestone,677,Front Right,7.5,63,Tubeless,Summer,T,101,2024-06-07,Misaligned,Mixed,2025-05-03,Sedan,69.3,35,45,No,Center,7596,2027-06-07
5,71866,175,33,233,MRF,669,Rear Left,5.8,42,Tube-type,Summer,V,98,2021-08-31,Needs Check,City,2024-10-18,SUV,67.5,34,61,Yes,Outer,14779,2026-08-30
3,73082,195,33,187,Pirelli,412,Rear Right,2.3,34,Tubeless,Summer,T,95,2021-12-11,Misaligned,Highway,2024-11-23,Hatchback,72.1,35,30,No,Even,70659,2024-12-10
6,40584,175,31,236,Goodyear,599,Front Right,2.2,64,Tubeless,Winter,Y,89,2022-08-30,Needs Check,Mixed,2025-05-16,Sedan,69.8,30,40,Yes,Even,6828,2028-08-28
3,69571,195,30,233,MRF,637,Rear Left,2.3,47,Tubeless,Summer,V,98,2024-08-01,Good,Highway,2025-03-29,Hatchback,70.0,30,36,Yes,Inner,44599,2027-08-01
5,72846,185,31,215,Bridgestone,663,Rear Right,2.1,52,Tube-type,Summer,T,92,2022-11-08,Needs Check,Highway,2024-11-12,Truck,67.6,35,60,No,Inner,35014,2027-11-07
6,42729,195,34,182,Goodyear,582,Front Left,4.2,66,Tubeless,Summer,H,96,2024-03-07,Good,Off-road,2025-02-08,Truck,68.8,30,75,No,Center,42339,2030-03-06
3,68068,205,30,221,Apollo,425,Front Left,5.3,26,Tube-type,Winter,T,100,2020-09-29,Good,City,2025-06-09,Hatchback,66.9,32,64,Yes,Even,30544,2023-09-29
4,42161,195,34,205,Michelin,714,Rear Left,5.2,48,Tube-type,All-season,Y,94,2024-01-30,Needs Check,Off-road,2025-02-22,Truck,68.3,33,64,No,Center,31146,2028-01-29
6,71767,165,35,208,MRF,712,Rear Left,6.8,66,Tube-type,All-season,W,93,2024-10-21,Misaligned,Mixed,2025-02-18,Truck,74.1,35,50,Yes,Center,54923,2030-10-20
6,75940,185,35,203,Michelin,686,Rear Left,7.0,73,Tubeless,Winter,W,87,2022-11-11,Misaligned,City,2024-08-12,Hatchback,72.3,33,59,No,Center,23141,2028-11-09
3,32486,175,31,228,Bridgestone,795,Front Right,2.2,70,Tubeless,Summer,V,98,2022-09-27,Good,City,2024-10-06,Truck,72.2,28,80,No,Inner,235,2025-09-26
7,79037,165,32,211,Michelin,720,Front Right,7.9,42,Tubeless,All-season,H,86,2022-08-06,Misaligned,Mixed,2024-09-25,SUV,67.2,34,60,No,Outer,37865,2029-08-04
6,56260,185,34,223,MRF,593,Front Left,2.9,61,Tubeless,Summer,Y,94,2021-01-15,Misaligned,City,2025-01-18,Sedan,68.9,30,51,Yes,Center,19102,2027-01-14
3,71691,205,30,193,Bridgestone,479,Front Right,4.9,42,Tubeless,Winter,V,95,2022-02-05,Misaligned,Off-road,2025-04-26,Truck,74.6,34,79,No,Inner,64137,2025-02-04
7,64764,175,34,195,Apollo,582,Rear Right,7.6,61,Tubeless,All-season,Y,87,2023-03-20,Needs Check,City,2025-02-20,SUV,71.4,35,51,No,Inner,62368,2030-03-18
7,38939,185,35,227,Apollo,634,Front Right,3.8,43,Tube-type,Summer,Y,92,2020-11-12,Good,City,2025-04-17,Hatchback,67.7,30,28,No,Center,26619,2027-11-11
3,57029,185,34,235,Bridgestone,566,Rear Right,2.7,50,Tube-type,Summer,V,100,2021-01-11,Misaligned,Highway,2025-01-11,Truck,72.0,34,47,Yes,Center,54674,2024-01-11
7,60643,225,30,212,Continental,698,Rear Right,6.4,50,Tubeless,Winter,Y,89,2022-01-26,Misaligned,Off-road,2025-03-31,SUV,74.0,36,52,No,Inner,32851,2029-01-24
6,52878,175,35,240,Continental,448,Front Right,5.4,38,Tube-type,Winter,H,106,2020-11-21,Needs Check,Off-road,2024-08-19,Sedan,73.3,28,52,Yes,Outer,50391,2026-11-20
4,42480,175,33,189,Apollo,452,Front Left,5.7,38,Tubeless,All-season,Y,88,2022-05-22,Good,City,2024-09-25,Sedan,69.4,29,54,Yes,Inner,18111,2026-05-21
7,73201,205,31,218,Goodyear,412,Rear Right,7.8,34,Tubeless,Winter,W,95,2024-06-02,Good,City,2024-11-10,Sedan,67.5,28,49,Yes,Inner,25235,2031-06-01
4,34399,195,34,231,Apollo,672,Front Left,2.1,71,Tube-type,All-season,Y,108,2025-04-12,Needs Check,Off-road,2024-09-24,SUV,74.2,36,43,Yes,Inner,20306,2029-04-11
4,68920,175,34,206,Goodyear,514,Front Left,6.1,80,Tubeless,Winter,H,105,2024-09-09,Good,City,2024-08-13,Hatchback,69.1,33,32,No,Outer,52025,2028-09-08
6,67921,225,31,203,Continental,677,Front Left,3.5,29,Tubeless,Winter,T,110,2023-12-24,Good,Mixed,2025-06-13,Hatchback,74.6,32,59,No,Inner,37064,2029-12-22
5,47522,185,33,192,Apollo,557,Rear Left,7.0,59,Tubeless,Summer,V,85,2025-01-09,Needs Check,Highway,2024-10-26,SUV,67.0,31,54,Yes,Even,9937,2030-01-08
4,60245,195,32,223,Bridgestone,673,Rear Right,5.7,45,Tubeless,Winter,T,89,2023-08-07,Good,Off-road,2025-06-03,SUV,68.0,32,41,No,Inner,55425,2027-08-06
3,31321,205,34,195,Pirelli,495,Front Right,7.9,60,Tubeless,Summer,V,94,2022-12-15,Good,Mixed,2025-05-15,SUV,71.5,32,54,No,Inner,31098,2025-12-14
5,70363,205,30,224,Bridgestone,674,Rear Right,5.8,68,Tubeless,All-season,V,89,2021-05-30,Misaligned,City,2025-02-10,Sedan,72.2,35,27,No,Outer,204,2026-05-29
4,57886,195,30,186,Michelin,465,Front Right,5.9,30,Tubeless,Summer,W,103,2023-06-12,Good,Off-road,2024-07-26,Truck,71.2,33,62,No,Inner,15214,2027-06-11
6,46389,165,30,229,MRF,688,Front Right,3.8,63,Tube-type,All-season,T,95,2020-11-04,Good,Highway,2024-11-29,Truck,67.0,35,80,No,Even,38659,2026-11-03
4,55847,185,33,188,Apollo,695,Front Left,3.0,32,Tubeless,Summer,Y,104,2023-11-14,Needs Check,Off-road,2024-10-29,Hatchback,69.8,35,64,No,Center,9259,2027-11-13
4,38172,225,31,186,Apollo,627,Rear Left,6.3,55,Tube-type,Summer,T,84,2023-02-11,Good,Mixed,2024-09-18,Truck,68.3,30,49,No,Even,36478,2027-02-10
5,65237,205,31,234,Goodyear,405,Rear Right,6.4,51,Tube-type,Winter,V,97,2021-06-07,Needs Check,City,2024-08-26,SUV,70.7,31,62,No,Center,63709,2026-06-06
3,34925,175,34,187,Pirelli,458,Rear Right,2.3,79,Tubeless,All-season,T,83,2023-04-04,Misaligned,Mixed,2025-01-29,Hatchback,68.0,36,58,No,Outer,3257,2026-04-03
3,53264,175,32,210,Michelin,553,Front Left,7.2,69,Tubeless,Summer,W,101,2025-04-12,Misaligned,Highway,2024-09-18,Sedan,66.0,35,56,No,Outer,5886,2028-04-11
5,78683,195,35,212,Pirelli,779,Rear Right,6.1,28,Tubeless,Summer,Y,103,2023-08-10,Needs Check,City,2024-12-30,SUV,68.0,31,47,Yes,Outer,46442,2028-08-08
4,38775,165,30,185,Goodyear,732,Front Left,5.8,59,Tubeless,All-season,T,83,2023-03-15,Good,Off-road,2024-12-10,Sedan,68.6,30,64,No,Inner,9318,2027-03-14
4,77824,195,31,214,MRF,447,Front Right,3.7,67,Tube-type,All-season,Y,101,2021-09-23,Needs Check,Off-road,2025-01-04,Hatchback,73.6,31,76,Yes,Inner,2526,2025-09-22
7,49439,205,33,183,Apollo,537,Front Right,3.9,62,Tubeless,All-season,H,99,2023-11-03,Good,Off-road,2025-04-20,Truck,74.1,33,67,Yes,Inner,23247,2030-11-01
4,39268,165,30,190,Goodyear,773,Front Right,7.9,70,Tubeless,Summer,V,84,2023-01-09,Good,City,2025-01-11,SUV,68.0,36,75,No,Even,17502,2027-01-08
4,76522,175,33,200,MRF,497,Front Right,6.2,47,Tube-type,Winter,V,103,2021-11-19,Good,City,2024-12-15,SUV,69.6,34,54,Yes,Center,52939,2025-11-18
7,44792,205,35,183,Continental,774,Rear Left,7.8,32,Tubeless,Summer,V,84,2021-08-09,Good,Highway,2025-03-03,Hatchback,74.5,36,78,No,Inner,8335,2028-08-07
5,52219,165,32,199,Apollo,660,Rear Right,5.5,72,Tube-type,All-season,V,92,2025-04-02,Misaligned,Highway,2024-09-17,Hatchback,68.8,35,66,No,Inner,50436,2030-04-01
5,34332,195,32,230,Bridgestone,692,Front Left,6.3,41,Tubeless,All-season,Y,84,2021-07-01,Misaligned,Highway,2024-08-08,Truck,67.2,28,62,No,Center,34117,2026-06-30
4,63176,225,34,197,Continental,556,Front Right,3.8,60,Tube-type,All-season,Y,100,2022-06-07,Misaligned,Off-road,2024-12-22,Sedan,67.7,32,65,Yes,Inner,30639,2026-06-06
6,64071,215,35,190,MRF,627,Front Right,7.2,45,Tubeless,Summer,W,85,2024-07-24,Needs Check,Off-road,2025-03-11,SUV,74.2,28,42,Yes,Outer,13538,2030-07-23
3,49770,185,31,237,Bridgestone,537,Front Right,3.4,54,Tube-type,Summer,V,109,2022-11-23,Needs Check,Mixed,2024-12-23,SUV,66.6,36,59,Yes,Center,24060,2025-11-22
6,42843,215,33,200,Goodyear,770,Front Right,7.3,45,Tubeless,Summer,W,105,2021-07-07,Misaligned,Highway,2025-05-21,Truck,73.9,31,41,No,Center,10802,2027-07-06
5,42446,225,34,211,Continental,626,Rear Right,2.7,51,Tube-type,Summer,V,88,2021-10-23,Needs Check,Highway,2024-08-03,Sedan,74.9,31,39,No,Even,27023,2026-10-22
6,49068,175,34,186,Pirelli,585,Front Left,6.2,39,Tubeless,Winter,Y,108,2024-01-03,Good,Mixed,2024-12-21,Truck,73.0,32,51,Yes,Outer,13431,2030-01-01
3,55399,165,32,236,Bridgestone,573,Rear Left,7.6,48,Tube-type,Winter,V,89,2022-01-22,Needs Check,Highway,2024-10-07,SUV,74.0,35,62,No,Even,22201,2025-01-21
4,62225,225,35,222,Apollo,734,Rear Right,5.7,65,Tubeless,All-season,T,100,2025-04-13,Good,Mixed,2024-08-03,Sedan,67.2,28,78,No,Inner,33680,2029-04-12
4,72264,195,30,189,Bridgestone,706,Rear Right,6.1,74,Tube-type,Summer,W,101,2022-11-22,Misaligned,Mixed,2025-06-13,Truck,68.9,35,80,No,Inner,61541,2026-11-21
4,34275,165,31,194,Michelin,467,Rear Right,2.3,45,Tubeless,Summer,W,82,2023-08-07,Needs Check,Mixed,2025-06-10,Sedan,65.2,31,36,No,Outer,12510,2027-08-06
5,58959,205,32,238,Goodyear,400,Front Right,4.3,45,Tube-type,All-season,V,80,2021-03-03,Needs Check,Highway,2024-11-07,Truck,73.8,31,32,Yes,Center,10282,2026-03-02
6,65374,165,33,201,Continental,514,Rear Right,4.5,26,Tube-type,Winter,H,102,2023-01-09,Misaligned,City,2024-11-30,Sedan,66.1,30,39,Yes,Even,32369,2029-01-07
6,72664,195,31,235,Continental,620,Front Right,6.2,34,Tube-type,Summer,V,86,2024-07-04,Good,City,2025-04-28,Hatchback,71.8,31,44,No,Even,30693,2030-07-03
5,45973,215,30,198,Goodyear,607,Front Right,6.5,55,Tube-type,All-season,Y,86,2021-12-09,Misaligned,City,2025-02-14,Truck,69.0,34,37,Yes,Even,38657,2026-12-08
6,70425,185,31,213,Michelin,491,Rear Right,4.8,63,Tubeless,Summer,T,91,2023-08-18,Good,Highway,2025-04-22,Hatchback,74.8,28,73,Yes,Center,24234,2029-08-16
3,63210,225,34,199,Pirelli,514,Rear Right,2.4,45,Tubeless,Winter,H,88,2025-04-11,Good,Mixed,2024-12-26,Sedan,73.5,36,49,No,Outer,41548,2028-04-10
6,35293,165,31,202,Michelin,660,Front Right,4.0,71,Tube-type,Summer,H,89,2024-02-19,Misaligned,Off-road,2024-10-01,Hatchback,71.5,36,40,Yes,Outer,11602,2030-02-17
3,61677,195,34,234,Pirelli,418,Rear Right,7.7,25,Tubeless,Winter,H,95,2021-10-13,Needs Check,Off-road,2025-02-09,Truck,72.0,30,78,Yes,Center,20973,2024-10-12
7,42061,205,31,223,Goodyear,427,Rear Left,7.0,57,Tubeless,All-season,Y,89,2022-03-12,Good,Off-road,2024-11-12,Truck,65.2,31,46,No,Center,12342,2029-03-10
6,44945,185,31,211,MRF,609,Rear Right,6.9,35,Tube-type,Summer,V,80,2022-04-10,Needs Check,Highway,2025-05-04,SUV,65.7,32,52,Yes,Center,30845,2028-04-08
4,49104,225,32,220,Apollo,613,Front Left,7.4,53,Tube-type,All-season,T,94,2020-10-27,Misaligned,Highway,2025-06-17,Hatchback,73.1,31,41,No,Inner,31328,2024-10-26
3,48230,185,32,234,Continental,673,Rear Left,6.3,40,Tubeless,Winter,V,87,2024-05-13,Needs Check,City,2024-09-25,Hatchback,66.3,30,46,No,Center,5538,2027-05-13
5,42008,225,33,236,MRF,501,Front Right,3.2,61,Tubeless,Summer,V,104,2024-09-14,Needs Check,Off-road,2024-12-07,Truck,71.4,32,64,Yes,Inner,37979,2029-09-13
7,48845,215,34,195,Michelin,522,Rear Left,6.3,37,Tube-type,All-season,V,96,2023-10-31,Needs Check,Highway,2025-01-27,Truck,72.0,29,79,Yes,Outer,39191,2030-10-29
5,35828,175,33,226,Pirelli,663,Front Left,7.7,77,Tubeless,Winter,W,109,2022-12-02,Good,City,2025-04-05,Sedan,67.1,29,67,No,Inner,15084,2027-12-01
7,71150,215,33,235,Michelin,408,Rear Right,6.2,79,Tube-type,Summer,Y,85,2021-05-12,Good,City,2024-12-16,Hatchback,70.0,33,61,No,Outer,12072,2028-05-10
